protein_id,locus_tag
ARI82087.1,BH695_2808
ARI82088.1,BH695_2809
ARI82089.1,BH695_2810
ARI82090.1,BH695_2811
ARI82091.1,BH695_2812
ARI82092.1,BH695_2813
ARI82093.1,BH695_2814
ARI82094.1,BH695_2815
ARI82095.1,BH695_2816
ARI82096.1,BH695_2817
ARI82097.1,BH695_2818
ARI82098.1,BH695_2819
ARI82099.1,BH695_2820
ARI82100.1,BH695_2821
ARI82101.1,BH695_2822
ARI82102.1,BH695_2823
ARI82103.1,BH695_2824
ARI82104.1,BH695_2825
ARI82105.1,BH695_2826
ARI82106.1,BH695_2827
ARI82107.1,BH695_2828
ARI82108.1,BH695_2829
ARI82109.1,BH695_2830
ARI82110.1,BH695_2831
ARI82111.1,BH695_2832
ARI82112.1,BH695_2833
ARI82113.1,BH695_2834
ARI82114.1,BH695_2835
ARI82115.1,BH695_2836
ARI82116.1,BH695_2837
ARI82117.1,BH695_2838
ARI82118.1,BH695_2839
ARI82119.1,BH695_2840
ARI82120.1,BH695_2841
ARI82121.1,BH695_2842
ARI82122.1,BH695_2843
ARI82123.1,BH695_2844
ARI82124.1,BH695_2845
ARI82125.1,BH695_2846
ARI82126.1,BH695_2847
ARI82127.1,BH695_2848
ARI82128.1,BH695_2849
ARI82129.1,BH695_2850
ARI82130.1,BH695_2851
ARI82131.1,BH695_2852
ARI82132.1,BH695_2853
ARI82133.1,BH695_2854
ARI82134.1,BH695_2855
ARI82135.1,BH695_2856
ARI82136.1,BH695_2857
ARI82137.1,BH695_2858
ARI82138.1,BH695_2859
ARI82139.1,BH695_2860
ARI82140.1,BH695_2861
ARI82141.1,BH695_2862
ARI82142.1,BH695_2863
ARI82143.1,BH695_2864
ARI82144.1,BH695_2865
ARI82145.1,BH695_2866
ARI82146.1,BH695_2867
ARI82147.1,BH695_2868
ARI82148.1,BH695_2869
ARI82149.1,BH695_2870
ARI82150.1,BH695_2871
ARI82151.1,BH695_2872
ARI82152.1,BH695_2873
ARI82153.1,BH695_2874
ARI82154.1,BH695_2875
ARI82155.1,BH695_2876
ARI82156.1,BH695_2877
ARI82157.1,BH695_2878
ARI82158.1,BH695_2879
ARI82159.1,BH695_2880
ARI82160.1,BH695_2881
ARI82161.1,BH695_2882
ARI82162.1,BH695_2883
ARI82163.1,BH695_2884
ARI82164.1,BH695_2885
ARI82165.1,BH695_2886
ARI82166.1,BH695_2887
ARI82167.1,BH695_2888
ARI82168.1,BH695_2889
ARI82169.1,BH695_2890
ARI82170.1,BH695_2891
ARI82171.1,BH695_2892
ARI82172.1,BH695_2893
ARI82173.1,BH695_2894
ARI82174.1,BH695_2895
ARI82175.1,BH695_2896
ARI82176.1,BH695_2897
ARI82177.1,BH695_2898
ARI82178.1,BH695_2899
ARI82179.1,BH695_2900
ARI82180.1,BH695_2901
ARI82181.1,BH695_2902
ARI82182.1,BH695_2903
ARI82183.1,BH695_2904
ARI82184.1,BH695_2905
ARI82185.1,BH695_2906
ARI82186.1,BH695_2907
ARI82187.1,BH695_2908
ARI82188.1,BH695_2909
ARI82189.1,BH695_2910
ARI82190.1,BH695_2911
ARI82191.1,BH695_2912
ARI82192.1,BH695_2913
ARI82193.1,BH695_2914
ARI82194.1,BH695_2915
ARI82195.1,BH695_2916
ARI82196.1,BH695_2917
ARI82197.1,BH695_2918
ARI82198.1,BH695_2919
ARI82199.1,BH695_2920
ARI82200.1,BH695_2921
ARI82201.1,BH695_2922
ARI82202.1,BH695_2923
ARI82203.1,BH695_2924
ARI82204.1,BH695_2925
ARI82205.1,BH695_2926
ARI82206.1,BH695_2927
ARI82207.1,BH695_2928
ARI82208.1,BH695_2929
ARI82209.1,BH695_2930
ARI82210.1,BH695_2931
ARI82211.1,BH695_2932
ARI82212.1,BH695_2933
ARI82213.1,BH695_2934
ARI82214.1,BH695_2935
ARI82215.1,BH695_2936
ARI82216.1,BH695_2937
ARI82217.1,BH695_2938
ARI82218.1,BH695_2939
ARI82219.1,BH695_2940
ARI82220.1,BH695_2941
ARI82221.1,BH695_2942
ARI82222.1,BH695_2943
ARI82223.1,BH695_2944
ARI82224.1,BH695_2945
ARI82225.1,BH695_2946
ARI82226.1,BH695_2947
ARI82227.1,BH695_2948
ARI82228.1,BH695_2949
ARI82229.1,BH695_2950
ARI82230.1,BH695_2951
ARI82231.1,BH695_2952
ARI82232.1,BH695_2953
ARI82233.1,BH695_2954
ARI82234.1,BH695_2955
ARI82235.1,BH695_2956
ARI82236.1,BH695_2957
ARI82237.1,BH695_2958
ARI82238.1,BH695_2959
ARI82239.1,BH695_2960
ARI82240.1,BH695_2961
ARI82241.1,BH695_2962
ARI82242.1,BH695_2963
ARI82243.1,BH695_2964
ARI82244.1,BH695_2965
ARI82245.1,BH695_2966
ARI82246.1,BH695_2967
ARI82247.1,BH695_2968
ARI82248.1,BH695_2969
ARI82249.1,BH695_2970
ARI82250.1,BH695_2971
ARI82251.1,BH695_2972
ARI82252.1,BH695_2973
ARI82253.1,BH695_2974
ARI82254.1,BH695_2975
ARI82255.1,BH695_2976
ARI82256.1,BH695_2977
ARI82257.1,BH695_2978
ARI82258.1,BH695_2979
ARI82259.1,BH695_2980
ARI82260.1,BH695_2981
ARI82261.1,BH695_2982
ARI82262.1,BH695_2983
ARI82263.1,BH695_2984
ARI82264.1,BH695_2985
ARI82265.1,BH695_2986
ARI82266.1,BH695_2987
ARI82267.1,BH695_2988
ARI82268.1,BH695_2989
ARI82269.1,BH695_2990
ARI82270.1,BH695_2991
ARI82271.1,BH695_2992
ARI82272.1,BH695_2993
ARI82273.1,BH695_2994
ARI82274.1,BH695_2995
ARI82275.1,BH695_2996
ARI82276.1,BH695_2997
ARI82277.1,BH695_2998
ARI82278.1,BH695_2999
ARI82279.1,BH695_3000
ARI82280.1,BH695_3001
ARI82281.1,BH695_3002
ARI82282.1,BH695_3003
ARI82283.1,BH695_3004
ARI82284.1,BH695_3005
ARI82285.1,BH695_3006
ARI82286.1,BH695_3007
ARI82287.1,BH695_3008
ARI82288.1,BH695_3009
ARI82289.1,BH695_3010
ARI82290.1,BH695_3011
ARI82291.1,BH695_3012
ARI82292.1,BH695_3013
ARI82293.1,BH695_3014
ARI82294.1,BH695_3015
ARI82295.1,BH695_3016
ARI82296.1,BH695_3017
ARI82297.1,BH695_3018
ARI82298.1,BH695_3019
ARI82299.1,BH695_3020
ARI82300.1,BH695_3021
ARI82301.1,BH695_3022
ARI82302.1,BH695_3023
ARI82303.1,BH695_3024
ARI82304.1,BH695_3025
ARI82305.1,BH695_3026
ARI82306.1,BH695_3027
ARI82307.1,BH695_3028
ARI82308.1,BH695_3029
ARI82309.1,BH695_3030
ARI82310.1,BH695_3031
ARI82311.1,BH695_3032
ARI82312.1,BH695_3033
ARI82313.1,BH695_3034
ARI82314.1,BH695_3035
ARI82315.1,BH695_3036
ARI82316.1,BH695_3037
ARI82317.1,BH695_3038
ARI82318.1,BH695_3039
ARI82319.1,BH695_3040
ARI82320.1,BH695_3041
ARI82321.1,BH695_3042
ARI82322.1,BH695_3043
ARI82323.1,BH695_3044
ARI82324.1,BH695_3045
ARI82325.1,BH695_3046
ARI82326.1,BH695_3047
ARI82327.1,BH695_3048
ARI82328.1,BH695_3049
ARI82329.1,BH695_3050
ARI82330.1,BH695_3051
ARI82331.1,BH695_3052
ARI82332.1,BH695_3053
ARI82333.1,BH695_3054
ARI82334.1,BH695_3055
ARI82335.1,BH695_3056
ARI82336.1,BH695_3057
ARI82337.1,BH695_3058
ARI82338.1,BH695_3059
ARI82339.1,BH695_3060
ARI82340.1,BH695_3061
ARI82341.1,BH695_3062
ARI82342.1,BH695_3063
ARI82343.1,BH695_3064
ARI82344.1,BH695_3065
ARI82345.1,BH695_3066
ARI82346.1,BH695_3067
ARI82347.1,BH695_3068
ARI82348.1,BH695_3069
ARI82349.1,BH695_3070
ARI82350.1,BH695_3071
ARI82351.1,BH695_3072
ARI82352.1,BH695_3073
ARI82353.1,BH695_3074
ARI82354.1,BH695_3075
ARI82355.1,BH695_3076
ARI82356.1,BH695_3077
ARI82357.1,BH695_3078
ARI82358.1,BH695_3079
ARI82359.1,BH695_3080
ARI82360.1,BH695_3081
ARI82361.1,BH695_3082
ARI82362.1,BH695_3083
ARI82363.1,BH695_3084
ARI82364.1,BH695_3085
ARI82365.1,BH695_3086
ARI82366.1,BH695_3087
ARI82367.1,BH695_3088
ARI82368.1,BH695_3089
ARI82369.1,BH695_3090
ARI82370.1,BH695_3091
ARI82371.1,BH695_3092
ARI82372.1,BH695_3093
ARI82373.1,BH695_3094
ARI82374.1,BH695_3095
ARI82375.1,BH695_3096
ARI82376.1,BH695_3097
ARI82377.1,BH695_3098
ARI82378.1,BH695_3099
ARI82379.1,BH695_3100
ARI82380.1,BH695_3101
ARI82381.1,BH695_3102
ARI82382.1,BH695_3103
ARI82383.1,BH695_3104
ARI82384.1,BH695_3105
ARI82385.1,BH695_3106
ARI82386.1,BH695_3107
ARI82387.1,BH695_3108
ARI82388.1,BH695_3109
ARI82389.1,BH695_3110
ARI82390.1,BH695_3111
ARI82391.1,BH695_3112
ARI82392.1,BH695_3113
ARI82393.1,BH695_3114
ARI82394.1,BH695_3115
ARI82395.1,BH695_3116
ARI82396.1,BH695_3117
ARI82397.1,BH695_3118
ARI82398.1,BH695_3119
ARI82399.1,BH695_3120
ARI82400.1,BH695_3121
ARI82401.1,BH695_3122
ARI82402.1,BH695_3123
ARI82403.1,BH695_3124
ARI82404.1,BH695_3125
ARI82405.1,BH695_3126
ARI82406.1,BH695_3127
ARI82407.1,BH695_3128
ARI82408.1,BH695_3129
ARI82409.1,BH695_3130
ARI82410.1,BH695_3131
ARI82411.1,BH695_3132
ARI82412.1,BH695_3133
ARI82413.1,BH695_3134
ARI82414.1,BH695_3135
ARI82415.1,BH695_3136
ARI82416.1,BH695_3137
ARI82417.1,BH695_3138
ARI82418.1,BH695_3139
ARI82419.1,BH695_3140
ARI82420.1,BH695_3141
ARI82421.1,BH695_3142
ARI82422.1,BH695_3143
ARI82423.1,BH695_3144
ARI82424.1,BH695_3145
ARI82425.1,BH695_3146
ARI82426.1,BH695_3147
ARI82427.1,BH695_3148
ARI82428.1,BH695_3149
ARI82429.1,BH695_3150
ARI82430.1,BH695_3151
ARI82431.1,BH695_3152
ARI82432.1,BH695_3153
ARI82433.1,BH695_3154
ARI82434.1,BH695_3155
ARI82435.1,BH695_3156
ARI82436.1,BH695_3157
ARI82437.1,BH695_3158
ARI82438.1,BH695_3159
ARI82439.1,BH695_3160
ARI82440.1,BH695_3161
ARI82441.1,BH695_3162
ARI82442.1,BH695_3163
ARI82443.1,BH695_3164
ARI82444.1,BH695_3165
ARI82445.1,BH695_3166
ARI82446.1,BH695_3167
ARI82447.1,BH695_3168
ARI82448.1,BH695_3169
ARI82449.1,BH695_3170
ARI82450.1,BH695_3171
ARI82451.1,BH695_3172
ARI82452.1,BH695_3173
ARI82453.1,BH695_3174
ARI82454.1,BH695_3175
ARI82456.1,BH695_3177
ARI82455.1,BH695_3176
ARI82457.1,BH695_3178
ARI82458.1,BH695_3179
ARI82459.1,BH695_3180
ARI82460.1,BH695_3181
ARI82461.1,BH695_3182
ARI82462.1,BH695_3183
ARI82463.1,BH695_3184
ARI82464.1,BH695_3185
ARI82465.1,BH695_3186
ARI82466.1,BH695_3187
ARI82467.1,BH695_3188
ARI82468.1,BH695_3189
ARI82469.1,BH695_3190
ARI82470.1,BH695_3191
ARI82471.1,BH695_3192
ARI82472.1,BH695_3193
ARI82473.1,BH695_3194
ARI82474.1,BH695_3195
ARI82475.1,BH695_3196
ARI82476.1,BH695_3197
ARI82477.1,BH695_3198
ARI82478.1,BH695_3199
ARI82479.1,BH695_3200
ARI82480.1,BH695_3201
ARI82481.1,BH695_3202
ARI82482.1,BH695_3203
ARI82483.1,BH695_3204
ARI82484.1,BH695_3205
ARI82485.1,BH695_3206
ARI82486.1,BH695_3207
ARI82487.1,BH695_3208
ARI82488.1,BH695_3209
ARI82489.1,BH695_3210
ARI82490.1,BH695_3211
ARI82491.1,BH695_3212
ARI82492.1,BH695_3213
ARI82493.1,BH695_3214
ARI82494.1,BH695_3215
ARI82495.1,BH695_3216
ARI82496.1,BH695_3217
ARI82497.1,BH695_3218
ARI82498.1,BH695_3219
ARI82499.1,BH695_3220
ARI82500.1,BH695_3221
ARI82501.1,BH695_3222
ARI82502.1,BH695_3223
ARI82503.1,BH695_3224
ARI82504.1,BH695_3225
ARI82505.1,BH695_3226
ARI82506.1,BH695_3227
ARI82507.1,BH695_3228
ARI82508.1,BH695_3229
ARI82509.1,BH695_3230
ARI82510.1,BH695_3231
ARI82511.1,BH695_3232
ARI82512.1,BH695_3233
ARI82513.1,BH695_3234
ARI82514.1,BH695_3235
ARI82515.1,BH695_3236
ARI82516.1,BH695_3237
ARI82517.1,BH695_3238
ARI82518.1,BH695_3239
ARI82519.1,BH695_3240
ARI82520.1,BH695_3241
ARI82521.1,BH695_3242
ARI82522.1,BH695_3243
ARI82523.1,BH695_3244
ARI82524.1,BH695_3245
ARI82525.1,BH695_3246
ARI82526.1,BH695_3247
ARI82527.1,BH695_3248
ARI82528.1,BH695_3249
ARI82529.1,BH695_3250
ARI82530.1,BH695_3251
ARI82531.1,BH695_3252
ARI82532.1,BH695_3253
ARI82533.1,BH695_3254
ARI82534.1,BH695_3255
ARI82535.1,BH695_3256
ARI82536.1,BH695_3257
ARI82537.1,BH695_3258
ARI82538.1,BH695_3259
ARI82539.1,BH695_3260
ARI82540.1,BH695_3261
ARI82541.1,BH695_3262
ARI82542.1,BH695_3263
ARI82543.1,BH695_3264
ARI82544.1,BH695_3265
ARI82545.1,BH695_3266
ARI82546.1,BH695_3267
ARI82547.1,BH695_3268
ARI82548.1,BH695_3269
ARI82549.1,BH695_3270
ARI82550.1,BH695_3271
ARI82551.1,BH695_3272
ARI82552.1,BH695_3273
ARI82553.1,BH695_3274
ARI82554.1,BH695_3275
ARI82555.1,BH695_3276
ARI82556.1,BH695_3277
ARI82557.1,BH695_3278
ARI82558.1,BH695_3279
ARI82559.1,BH695_3280
ARI82560.1,BH695_3281
ARI82561.1,BH695_3282
ARI82562.1,BH695_3283
ARI82563.1,BH695_3284
ARI82564.1,BH695_3285
ARI82565.1,BH695_3286
ARI82566.1,BH695_3287
ARI82567.1,BH695_3288
ARI82568.1,BH695_3289
ARI82569.1,BH695_3290
ARI82570.1,BH695_3291
ARI82571.1,BH695_3292
ARI82572.1,BH695_3293
ARI82573.1,BH695_3294
ARI82574.1,BH695_3295
ARI82575.1,BH695_3296
ARI82576.1,BH695_3297
ARI82577.1,BH695_3298
ARI82578.1,BH695_3299
ARI82579.1,BH695_3300
ARI82580.1,BH695_3301
ARI82581.1,BH695_3302
ARI82582.1,BH695_3303
ARI82583.1,BH695_3304
ARI82584.1,BH695_3305
ARI82585.1,BH695_3306
ARI82586.1,BH695_3307
ARI82587.1,BH695_3308
ARI82588.1,BH695_3309
ARI82589.1,BH695_3310
ARI82590.1,BH695_3311
ARI82591.1,BH695_3312
ARI82592.1,BH695_3313
ARI82593.1,BH695_3314
ARI82594.1,BH695_3315
ARI82595.1,BH695_3316
ARI82596.1,BH695_3317
ARI82597.1,BH695_3318
ARI82598.1,BH695_3319
ARI82599.1,BH695_3320
ARI82600.1,BH695_3321
ARI82601.1,BH695_3322
ARI82602.1,BH695_3323
ARI82603.1,BH695_3324
ARI82604.1,BH695_3325
ARI82605.1,BH695_3326
ARI82606.1,BH695_3327
ARI82607.1,BH695_3328
ARI82608.1,BH695_3329
ARI82609.1,BH695_3330
ARI82610.1,BH695_3331
ARI82611.1,BH695_3332
ARI82612.1,BH695_3333
ARI82613.1,BH695_3334
ARI82614.1,BH695_3335
ARI82615.1,BH695_3336
ARI82616.1,BH695_3337
ARI82617.1,BH695_3338
ARI82618.1,BH695_3339
ARI82619.1,BH695_3340
ARI82620.1,BH695_3341
ARI82621.1,BH695_3342
ARI82622.1,BH695_3343
ARI82623.1,BH695_3344
ARI82624.1,BH695_3345
ARI82625.1,BH695_3346
ARI82626.1,BH695_3347
ARI82627.1,BH695_3348
ARI82628.1,BH695_3349
ARI82629.1,BH695_3350
ARI82630.1,BH695_3351
ARI82631.1,BH695_3352
ARI82632.1,BH695_3353
ARI82633.1,BH695_3354
ARI82634.1,BH695_3355
ARI82635.1,BH695_3356
ARI82636.1,BH695_3357
ARI82637.1,BH695_3358
ARI82638.1,BH695_3359
ARI82639.1,BH695_3360
ARI82641.1,BH695_3362
ARI82640.1,BH695_3361
ARI82642.1,BH695_3363
ARI82643.1,BH695_3364
ARI82644.1,BH695_3365
ARI82645.1,BH695_3366
ARI82646.1,BH695_3367
ARI82647.1,BH695_3368
ARI82648.1,BH695_3369
ARI82649.1,BH695_3370
ARI82650.1,BH695_3371
ARI82651.1,BH695_3372
ARI82652.1,BH695_3373
ARI82653.1,BH695_3374
ARI82654.1,BH695_3375
ARI82655.1,BH695_3376
ARI82656.1,BH695_3377
ARI82657.1,BH695_3378
ARI82658.1,BH695_3379
ARI82659.1,BH695_3380
ARI82660.1,BH695_3381
ARI82661.1,BH695_3382
ARI82662.1,BH695_3383
ARI82663.1,BH695_3384
ARI82664.1,BH695_3385
ARI82665.1,BH695_3386
ARI82666.1,BH695_3387
ARI82667.1,BH695_3388
ARI82668.1,BH695_3389
ARI82669.1,BH695_3390
ARI82670.1,BH695_3391
ARI82671.1,BH695_3392
ARI82672.1,BH695_3393
ARI82673.1,BH695_3394
ARI82674.1,BH695_3395
ARI82675.1,BH695_3396
ARI82676.1,BH695_3397
ARI82677.1,BH695_3398
ARI82678.1,BH695_3399
ARI82679.1,BH695_3400
ARI82680.1,BH695_3401
ARI82681.1,BH695_3402
ARI82682.1,BH695_3403
ARI82683.1,BH695_3404
ARI82684.1,BH695_3405
ARI82685.1,BH695_3406
ARI82686.1,BH695_3407
ARI82687.1,BH695_3408
ARI82688.1,BH695_3409
ARI82689.1,BH695_3410
ARI82690.1,BH695_3411
ARI82691.1,BH695_3412
ARI82692.1,BH695_3413
ARI82693.1,BH695_3414
ARI82694.1,BH695_3415
ARI82695.1,BH695_3416
ARI82696.1,BH695_3417
ARI82697.1,BH695_3418
ARI82698.1,BH695_3419
ARI82699.1,BH695_3420
ARI82700.1,BH695_3421
ARI82701.1,BH695_3422
ARI82702.1,BH695_3423
ARI82703.1,BH695_3424
ARI82704.1,BH695_3425
ARI82705.1,BH695_3426
ARI82706.1,BH695_3427
ARI82707.1,BH695_3428
ARI82708.1,BH695_3429
ARI82709.1,BH695_3430
ARI82710.1,BH695_3431
ARI82711.1,BH695_3432
ARI82712.1,BH695_3433
ARI82713.1,BH695_3434
ARI82714.1,BH695_3435
ARI82715.1,BH695_3436
ARI82716.1,BH695_3437
ARI82717.1,BH695_3438
ARI82718.1,BH695_3439
ARI82719.1,BH695_3440
ARI82720.1,BH695_3441
ARI82721.1,BH695_3442
ARI82722.1,BH695_3443
ARI82723.1,BH695_3444
ARI82724.1,BH695_3445
ARI82725.1,BH695_3446
ARI82726.1,BH695_3447
ARI82727.1,BH695_3448
ARI82728.1,BH695_3449
ARI82729.1,BH695_3450
ARI82730.1,BH695_3451
ARI82731.1,BH695_3452
ARI82732.1,BH695_3453
ARI82733.1,BH695_3454
ARI82734.1,BH695_3455
ARI82735.1,BH695_3456
ARI82736.1,BH695_3457
ARI82737.1,BH695_3458
ARI82738.1,BH695_3459
ARI82739.1,BH695_3460
ARI82740.1,BH695_3461
ARI82741.1,BH695_3462
ARI82742.1,BH695_3463
ARI82743.1,BH695_3464
ARI82744.1,BH695_3465
ARI82745.1,BH695_3466
ARI82746.1,BH695_3467
ARI82747.1,BH695_3468
ARI82748.1,BH695_3469
ARI82749.1,BH695_3470
ARI82750.1,BH695_3471
ARI82751.1,BH695_3472
ARI82752.1,BH695_3473
ARI82753.1,BH695_3474
ARI82754.1,BH695_3475
ARI82755.1,BH695_3476
ARI82756.1,BH695_3477
ARI82757.1,BH695_3478
ARI82758.1,BH695_3479
ARI82759.1,BH695_3480
ARI82760.1,BH695_3481
ARI82761.1,BH695_3482
ARI82762.1,BH695_3483
ARI82763.1,BH695_3484
ARI82764.1,BH695_3485
ARI82765.1,BH695_3486
ARI82766.1,BH695_3487
ARI82767.1,BH695_3488
ARI82768.1,BH695_3489
ARI82769.1,BH695_3490
ARI82770.1,BH695_3491
ARI82771.1,BH695_3492
ARI82772.1,BH695_3493
ARI82773.1,BH695_3494
ARI82774.1,BH695_3495
ARI82775.1,BH695_3496
ARI82776.1,BH695_3497
ARI82777.1,BH695_3498
ARI82778.1,BH695_3499
ARI82779.1,BH695_3500
ARI82780.1,BH695_3501
ARI82781.1,BH695_3502
ARI82782.1,BH695_3503
ARI82783.1,BH695_3504
ARI82784.1,BH695_3505
ARI82785.1,BH695_3506
ARI82786.1,BH695_3507
ARI82787.1,BH695_3508
ARI82788.1,BH695_3509
ARI82789.1,BH695_3510
ARI82790.1,BH695_3511
ARI82791.1,BH695_3512
ARI82792.1,BH695_3513
ARI82793.1,BH695_3514
ARI82794.1,BH695_3515
ARI82796.1,BH695_3517
ARI82795.1,BH695_3516
ARI82797.1,BH695_3518
ARI82798.1,BH695_3519
ARI82799.1,BH695_3520
ARI82800.1,BH695_3521
ARI82801.1,BH695_3522
ARI82802.1,BH695_3523
ARI82803.1,BH695_3524
ARI82804.1,BH695_3525
ARI82805.1,BH695_3526
ARI82806.1,BH695_3527
ARI82807.1,BH695_3528
ARI82808.1,BH695_3529
ARI82809.1,BH695_3530
ARI82810.1,BH695_3531
ARI82811.1,BH695_3532
ARI82812.1,BH695_3533
ARI82813.1,BH695_3534
ARI82814.1,BH695_3535
ARI82815.1,BH695_3536
ARI82816.1,BH695_3537
ARI82817.1,BH695_3538
ARI82818.1,BH695_3539
ARI82819.1,BH695_3540
ARI82820.1,BH695_3541
ARI82821.1,BH695_3542
ARI82822.1,BH695_3543
ARI82823.1,BH695_3544
ARI82824.1,BH695_3545
ARI82825.1,BH695_3546
ARI82826.1,BH695_3547
ARI82827.1,BH695_3548
ARI82828.1,BH695_3549
ARI82829.1,BH695_3550
ARI82830.1,BH695_3551
ARI82831.1,BH695_3552
ARI82832.1,BH695_3553
ARI82833.1,BH695_3554
ARI82834.1,BH695_3555
ARI82835.1,BH695_3556
ARI82836.1,BH695_3557
ARI82837.1,BH695_3558
ARI82838.1,BH695_3559
ARI82839.1,BH695_3560
ARI82840.1,BH695_3561
ARI82841.1,BH695_3562
ARI82842.1,BH695_3563
ARI82843.1,BH695_3564
ARI82844.1,BH695_3565
ARI82845.1,BH695_3566
ARI82846.1,BH695_3567
ARI82847.1,BH695_3568
ARI82848.1,BH695_3569
ARI82849.1,BH695_3570
ARI82850.1,BH695_3571
ARI82851.1,BH695_3572
ARI82852.1,BH695_3573
ARI82853.1,BH695_3574
ARI82854.1,BH695_3575
ARI82855.1,BH695_3576
ARI82856.1,BH695_3577
ARI82857.1,BH695_3578
ARI82858.1,BH695_3579
ARI82859.1,BH695_3580
ARI82860.1,BH695_3581
ARI82861.1,BH695_3582
ARI82862.1,BH695_3583
ARI82863.1,BH695_3584
ARI82864.1,BH695_3585
ARI82865.1,BH695_3586
ARI82866.1,BH695_3587
ARI82867.1,BH695_3588
ARI82868.1,BH695_3589
ARI82869.1,BH695_3590
ARI82870.1,BH695_3591
ARI82871.1,BH695_3592
ARI82872.1,BH695_3593
ARI82873.1,BH695_3594
ARI82874.1,BH695_3595
ARI82875.1,BH695_3596
ARI82876.1,BH695_3597
ARI82877.1,BH695_3598
ARI82878.1,BH695_3599
ARI82879.1,BH695_3600
ARI82880.1,BH695_3601
ARI82881.1,BH695_3602
ARI82882.1,BH695_3603
ARI82883.1,BH695_3604
ARI82884.1,BH695_3605
ARI82885.1,BH695_3606
ARI82886.1,BH695_3607
ARI82887.1,BH695_3608
ARI82888.1,BH695_3609
ARI82889.1,BH695_3610
ARI82890.1,BH695_3611
ARI82891.1,BH695_3612
ARI82892.1,BH695_3613
ARI82893.1,BH695_3614
ARI82894.1,BH695_3615
ARI82895.1,BH695_3616
ARI82896.1,BH695_3617
ARI82897.1,BH695_3618
ARI82898.1,BH695_3619
ARI82899.1,BH695_3620
ARI82900.1,BH695_3621
ARI82901.1,BH695_3622
ARI82902.1,BH695_3623
ARI82903.1,BH695_3624
ARI82904.1,BH695_3625
ARI82905.1,BH695_3626
ARI82906.1,BH695_3627
ARI82907.1,BH695_3628
ARI82908.1,BH695_3629
ARI82909.1,BH695_3630
ARI82910.1,BH695_3631
ARI82911.1,BH695_3632
ARI82912.1,BH695_3633
ARI82913.1,BH695_3634
ARI82914.1,BH695_3635
ARI82915.1,BH695_3636
ARI82916.1,BH695_3637
ARI82917.1,BH695_3638
ARI82918.1,BH695_3639
ARI82919.1,BH695_3640
ARI82920.1,BH695_3641
ARI82921.1,BH695_3642
ARI82922.1,BH695_3643
ARI82923.1,BH695_3644
ARI82924.1,BH695_3645
ARI82925.1,BH695_3646
ARI82926.1,BH695_3647
ARI82927.1,BH695_3648
ARI82928.1,BH695_3649
ARI82929.1,BH695_3650
ARI82930.1,BH695_3651
ARI82931.1,BH695_3652
ARI82932.1,BH695_3653
ARI82933.1,BH695_3654
ARI82934.1,BH695_3655
ARI82935.1,BH695_3656
ARI82936.1,BH695_3657
ARI82937.1,BH695_3658
ARI82938.1,BH695_3659
ARI82939.1,BH695_3660
ARI82940.1,BH695_3661
ARI82941.1,BH695_3662
ARI82942.1,BH695_3663
ARI82943.1,BH695_3664
ARI82944.1,BH695_3665
ARI82945.1,BH695_3666
ARI82946.1,BH695_3667
ARI82947.1,BH695_3668
ARI82948.1,BH695_3669
ARI82949.1,BH695_3670
ARI82950.1,BH695_3671
ARI82951.1,BH695_3672
ARI82952.1,BH695_3673
ARI82953.1,BH695_3674
ARI82954.1,BH695_3675
ARI82955.1,BH695_3676
ARI82956.1,BH695_3677
ARI82957.1,BH695_3678
ARI82958.1,BH695_3679
ARI82959.1,BH695_3680
ARI82960.1,BH695_3681
ARI82961.1,BH695_3682
ARI82962.1,BH695_3683
ARI82963.1,BH695_3684
ARI82964.1,BH695_3685
ARI82965.1,BH695_3686
ARI82966.1,BH695_3687
ARI82967.1,BH695_3688
ARI82968.1,BH695_3689
ARI82969.1,BH695_3690
ARI82970.1,BH695_3691
ARI82971.1,BH695_3692
ARI82972.1,BH695_3693
ARI82973.1,BH695_3694
ARI82974.1,BH695_3695
ARI82975.1,BH695_3696
ARI82976.1,BH695_3697
ARI82977.1,BH695_3698
ARI82978.1,BH695_3699
ARI82979.1,BH695_3700
ARI82980.1,BH695_3701
ARI82981.1,BH695_3702
ARI82982.1,BH695_3703
ARI82983.1,BH695_3704
ARI82984.1,BH695_3705
ARI82985.1,BH695_3706
ARI82986.1,BH695_3707
ARI82987.1,BH695_3708
ARI82988.1,BH695_3709
ARI82989.1,BH695_3710
ARI82990.1,BH695_3711
ARI82991.1,BH695_3712
ARI82992.1,BH695_3713
ARI82993.1,BH695_3714
ARI82994.1,BH695_3715
ARI82995.1,BH695_3716
ARI82996.1,BH695_3717
ARI82997.1,BH695_3718
ARI82998.1,BH695_3719
ARI82999.1,BH695_3720
ARI83000.1,BH695_3721
ARI83001.1,BH695_3722
ARI83002.1,BH695_3723
ARI83003.1,BH695_3724
ARI83004.1,BH695_3725
ARI83005.1,BH695_3726
ARI83006.1,BH695_3727
ARI83007.1,BH695_3728
ARI83008.1,BH695_3729
ARI83009.1,BH695_3730
ARI83010.1,BH695_3731
ARI83011.1,BH695_3732
ARI83012.1,BH695_3733
ARI83013.1,BH695_3734
ARI83014.1,BH695_3735
ARI83015.1,BH695_3736
ARI83016.1,BH695_3737
ARI83017.1,BH695_3738
ARI83018.1,BH695_3739
